frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
3712,0.6466205606175048,0.6392755037525517,0.6323153101993736,0.6918444435974848,0.6236421252063701,0.6559831456413028,0.6194143086764313,0.6729398028676561,0.5646421617942056,0.6073054969257851,0.6666684980780315,0.6396066453296275,0.7166753188373008,0.0
1375,0.6229151454022812,0.5963314376175337,0.5527053930693315,0.568654192300262,0.6152322479698034,0.5797522256603481,0.6220961097080111,0.6169948752639046,0.5755201086959408,0.6121445435543693,0.6089297598863725,0.5742200451732606,0.583929281913715,0.0
6,0.4438819629577136,0.4833840922953807,0.4873465337202408,0.4682558820656136,0.5190952712025083,0.5132987162547384,0.5128430042858008,0.4875158196678447,0.4892272629304745,0.5457966390445862,0.5038852030352042,0.5759779827207867,0.5194468748308012,0.0
3965,0.26620680533880625,0.23481748966146546,0.24845090094701275,0.2286502529527189,0.2768611267664122,0.2562823095669729,0.24869158737155425,0.2736549505245967,0.32506890212181416,0.30419321506669,0.3124916176188879,0.2738478747674594,0.2917409709481463,0.0
4392,0.6934961127445898,0.6631895302336669,0.6646518896597997,0.6075073235011507,0.6621353775360274,0.6019358669749489,0.5675118053435219,0.6187991850225648,0.5958253859849058,0.6382690719266968,0.679610188432332,0.6339507233303092,0.6361525257135098,0.0
1311,0.6090783699109571,0.6124137286538742,0.6045492572583341,0.5897321247055528,0.6220089266422234,0.6145905492816269,0.6245042364500283,0.6494674583416228,0.6195227772548527,0.6198025741359979,0.6136346380291113,0.6247066273553065,0.6698253663328361,0.0
4118,0.4086329975036447,0.3807762644296712,0.30412612911444986,0.31713933088977275,0.3325268534629425,0.2998353206101721,0.31399071032560194,0.3251100338976254,0.3081357437335929,0.31488849560702553,0.2654550268861909,0.2857260128163373,0.2503322013932714,0.0
3960,0.2784327131940663,0.29661054639169665,0.23184968783121296,0.22807442968343394,0.21631298810348815,0.26620680533880625,0.23481748966146546,0.24845090094701275,0.2286502529527189,0.2768611267664122,0.2562823095669729,0.24869158737155425,0.2736549505245967,0.0
1761,0.5666929190777076,0.5439551845021963,0.6019909605946191,0.5242973060693454,0.5722158390297186,0.5255833639690226,0.5450288494583698,0.5954913312705598,0.5052387535366111,0.5526401680244065,0.5547161134023552,0.5533896909513352,0.5215040258465778,0.0
998,0.43119598223236666,0.4095909754931683,0.3881402724817366,0.3998212658336986,0.3336994533044597,0.4177796119558344,0.4176723836730216,0.3968077775025102,0.3924514337549225,0.3411190750378714,0.35031271976049216,0.4130265135347752,0.4059575099873565,0.0
1109,0.6141631831754467,0.6208316160402909,0.6154599156190746,0.5935934871759265,0.5709316687797338,0.5956427388085807,0.5627730914853468,0.6282971959705328,0.5798781254852126,0.5100214607860529,0.4400845985622393,0.4093987973885556,0.42106044104161416,0.0
2992,0.5871453394561424,0.5938705353676789,0.5444433162688286,0.5854504425955264,0.5235986539573855,0.4843536569475053,0.4765093353068656,0.5566938877466528,0.5030744112451964,0.5660423431733448,0.5544530701121688,0.5899479223055034,0.5537280140944982,0.0
4219,0.49719742648819903,0.4951226669432772,0.44199775511904704,0.4279819730175971,0.4532126032543606,0.4563616995652544,0.4361393409685124,0.4419066474868272,0.4066326929819327,0.4461520722881527,0.4628518493615589,0.4410384511669872,0.4491815746493684,0.0
2297,0.4600255142318141,0.4074476249955324,0.4543110130740454,0.4357814305356512,0.4112113861050352,0.4561593079610566,0.4625653089728675,0.4627852488011233,0.4921701198385395,0.4706568714214839,0.4758526075311941,0.4945953776633728,0.4949684411988781,0.0
370,0.6200412314929711,0.5520694166889419,0.552578478241707,0.5922277596726445,0.5938791389074379,0.5886680953302688,0.5990362909645884,0.579613096060644,0.5858449486416493,0.6117210404371746,0.5875760519713752,0.5998290544301826,0.5716871060321199,0.0
3661,0.5458398646309207,0.4613226227630505,0.520908206533802,0.5020133487983106,0.493231412539937,0.514744909147817,0.5137085032325179,0.5099747918288979,0.5042622897829183,0.5197415995553404,0.5033396655301621,0.4578982004163578,0.5291812480027085,0.0
966,0.4796785164605545,0.4882988377455567,0.4805845460148467,0.4810880957739541,0.4274973855465557,0.5324995042311904,0.4935554143136624,0.5085379868648279,0.4930782157224105,0.5501072122716835,0.5180472104915321,0.4795642122473016,0.4806473037394176,0.0
2904,0.6562364091071734,0.6504312849106794,0.5548829821405029,0.5985488513119462,0.6028890867443931,0.6241146925070286,0.5786666488433179,0.5238524528858234,0.596783166094491,0.6242225782819387,0.6236272030285682,0.6321539330934117,0.6105153893440373,0.0
3005,0.5966307492308826,0.5423724581106614,0.5458742043171912,0.4863579633297476,0.5881065559508598,0.5972245683676287,0.6245086853178524,0.6101897910381294,0.6362575888051178,0.6637576112349965,0.5874635096643283,0.6239836449849294,0.6595647685360596,0.0
2603,0.6490415610103704,0.6760013039803825,0.6273298382111463,0.6782836804156301,0.6308748973561583,0.692105222401363,0.6613619338339927,0.6758042356497708,0.6381190663520039,0.6537831602954051,0.6708057889523503,0.6364788015888729,0.7107780596028702,0.0
4718,0.3863034310174372,0.31241792254254197,0.33919598449029537,0.2596558152818493,0.3499298806421473,0.28025696079560103,0.3819225184648075,0.4699592842986072,0.6095390805951176,0.6377760404221484,0.6942964379363828,0.6872219316961306,0.6745805834421905,0.0
