frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
5705,0.8166002503828858,0.8387809039196673,0.7609174714387159,0.8042900596335084,0.8046785703382088,0.7920791001162284,0.8086300791659069,0.805890247459443,0.8267159197121239,0.8172303891324185,0.8242384193845715,0.8157964777450486,0.8261206107001949,0.0
5889,0.6677313149667415,0.6325328086502452,0.7169723630206926,0.7101469082321278,0.8031895414521714,0.7913126562557928,0.8017616038626071,0.8307858238928321,0.7929151591673342,0.80553734835628,0.8273448373448005,0.8325316316878345,0.8314615597659885,0.0
2942,0.599639905114915,0.5930939288217703,0.5710331855869226,0.5485698920776166,0.5325759550994691,0.5477364001049829,0.584993541305518,0.5668541634032708,0.5594072318998771,0.5579046176364422,0.5959588612965524,0.5961573767985477,0.5511607120563798,0.0
8372,0.6027504786208209,0.5874863336728657,0.6251421199565999,0.6425292695888991,0.6425131419347856,0.6332200593409251,0.6425131419347856,0.6346209465823847,0.6324523545100615,0.6264386689135529,0.6252113481890355,0.6311754168494612,0.6375051824407056,0.0
2656,0.686319245502184,0.6545231926154976,0.6688511942881417,0.6566228119635126,0.7025362030267661,0.6618080626815731,0.7172360088822974,0.6369134695900346,0.6848342093196291,0.7212820592398514,0.6815465421668134,0.6563291365506702,0.6522309543529992,0.0
2589,0.6938821667382264,0.6830574486132882,0.7120600389321408,0.7138721786042249,0.6731490536072271,0.6830229097706253,0.6860697519147636,0.6670115067409238,0.6978924033746674,0.6570242004620773,0.6876179795473002,0.6493833300668357,0.6848614551855475,0.0
2153,0.5440106484135705,0.5371354964877476,0.5248188705583833,0.5550828006669212,0.5290214121646497,0.5329047113003877,0.5701864039140002,0.55300566989409,0.5315774508348543,0.5448448484355793,0.5448448484355793,0.5482318395948806,0.5440106484135705,0.0
609,0.7214977246516638,0.777412505992784,0.7686191815034487,0.7657556978568997,0.7669541780921278,0.7775168714068086,0.7805408507239807,0.7601351265683716,0.8063498297650253,0.8059799302543045,0.8217795678931591,0.7791186587831544,0.7725801365387841,0.0
8056,0.5086440756397891,0.4870754067684947,0.5501883489480758,0.4596434559293104,0.5005488563215911,0.5501115139038145,0.5517458596516402,0.5253858343771581,0.5538466969559229,0.5659424056589952,0.5478970515970322,0.5660221196284405,0.571963248584737,0.0
141,0.5440106484135705,0.5533792906407681,0.5626714103603981,0.566048210506235,0.5693363321809661,0.5427744955467552,0.6131096743231383,0.5872850566646802,0.6211141219036681,0.6173800133578071,0.651954234442798,0.6581000350317825,0.6209311286933553,0.0
