frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
0,0.2648821924460207,0,0.0,0.0,0.0
1,0.30001968151610714,0,0.0,0.0,0.0
2,0.3222285174038452,0,0.2957101304553244,0.0,0.0
3,0.2962485068066967,0,0.3061655685755497,0.30380997369559937,0.0
4,0.3356709703053272,0,0.3180493315052897,0.3150467089769317,0.31269538642187006
5,0.32106586885268246,0,0.3176617819882354,0.3247931661981925,0.3112560208232003
6,0.3487519676224108,0,0.3351629355934735,0.31130878936848994,0.315374672140731
7,0.2548066332553326,0,0.3082081565768086,0.31782913615491504,0.3070689788303073
8,0.3288502407388223,0,0.3108029472055219,0.30351267494002554,0.30181527936670055
9,0.2640886642308796,0,0.2825818460750115,0.2911940232817789,0.2844020843956882
10,0.2594726105614493,0,0.28413717184371706,0.2641993508589448,0.0
11,0.21377860550824032,0,0.24577996010018976,0.0,0.0
12,0.0,0,0.0,0.0,0.0
13,0.20298559764727497,0,0.0,0.0,0.0
14,0.14972173489887797,0,0.0,0.0,0.0
15,0.31359842772939495,0,0.0,0.0,0.0
16,0.24900680184541957,0,0.0,0.0,0.0
17,0.21946850719953148,0,0.0,0.0,0.0
18,0.18731958879703203,0,0.0,0.0,0.0
19,0.3399771983206892,0,0.0,0.0,0.0
20,0.35938464122913394,0,0.0,0.0,0.0
21,0.36649668943967906,0,0.0,0.0,0.0
22,0.0,0,0.0,0.0,0.0
23,0.0,0,0.0,0.0,0.0
24,0.0,0,0.0,0.0,0.0
25,0.0,0,0.0,0.0,0.0
26,0.0,0,0.0,0.0,0.0
27,0.0,0,0.0,0.0,0.0
28,0.0,0,0.0,0.0,0.0
29,0.0,0,0.0,0.0,0.0
30,0.0,0,0.0,0.0,0.0
31,0.0,0,0.0,0.0,0.0
32,0.0,0,0.0,0.0,0.0
33,0.0,0,0.0,0.0,0.0
34,0.0,0,0.0,0.0,0.0
35,0.0,0,0.0,0.0,0.0
36,0.0,0,0.0,0.0,0.0
37,0.0,0,0.0,0.0,0.0
38,0.0,0,0.0,0.0,0.0
39,0.0,0,0.0,0.0,0.0
40,0.0,0,0.0,0.0,0.0
41,0.0,0,0.0,0.0,0.0
42,0.0,0,0.0,0.0,0.0
43,0.0,0,0.0,0.0,0.0
44,0.0,0,0.0,0.0,0.0
45,0.0,0,0.0,0.0,0.0
46,0.0,0,0.0,0.0,0.0
47,0.0,0,0.0,0.0,0.0
48,0.0,0,0.0,0.0,0.0
49,0.0,0,0.0,0.0,0.0
50,0.0,0,0.0,0.0,0.0
51,0.0,0,0.0,0.0,0.0
52,0.0,0,0.0,0.0,0.0
53,0.0,0,0.0,0.0,0.0
54,0.0,0,0.0,0.0,0.0
55,0.0,0,0.0,0.0,0.0
56,0.0,0,0.0,0.0,0.0
57,0.0,0,0.0,0.0,0.0
58,0.0,0,0.0,0.0,0.0
59,0.0,0,0.0,0.0,0.0
60,0.0,0,0.0,0.0,0.0
61,0.0,0,0.0,0.0,0.0
62,0.0,0,0.0,0.0,0.0
63,0.0,0,0.0,0.0,0.0
64,0.0,0,0.0,0.0,0.0
65,0.0,0,0.0,0.0,0.0
66,0.0,0,0.0,0.0,0.0
67,0.0,0,0.0,0.0,0.0
68,0.0,0,0.0,0.0,0.0
69,0.0,0,0.0,0.0,0.0
70,0.21145952491576228,0,0.0,0.0,0.0
71,0.24007339241241663,0,0.0,0.0,0.0
72,0.2952361048010491,0,0.0,0.0,0.0
73,0.24928729419678813,0,0.0,0.0,0.0
74,0.26349403533532384,0,0.0,0.0,0.0
75,0.2646827220892286,0,0.0,0.0,0.0
