frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
0,0.3106712337645431,0,,,
1,0.33139278985341347,0,,,
2,0.335892804185823,0,0.3259856092679265,,
3,0.3365079002055801,0,0.3345978314149389,0.33189805978506015,
4,0.3450255709159412,0,0.3391420917691148,0.3338159710409969,0.33004369948700435
5,0.320260790044227,0,0.33393142038858276,0.33364837455821483,0.33148019201287365
6,0.3305548074395027,0,0.3319470561332237,0.33061515001017583,0.33106107079202973
7,0.3207266814456279,0,0.3238474263097859,0.32900535823056104,0.32995488850200083
8,0.3284589413075063,0,0.32658014339754565,0.3256301496784969,0.3288177725357686
9,0.32814952815562093,0,0.3257783836362516,0.3272876093580424,0.3245354097421656
10,0.32854808844195427,0,0.32838551930169374,0.3241864541422859,0.3242372964663374
11,0.31504903136072016,0,0.32391554931943184,0.32367591727584627,0.3231730301206454
12,0.31817399711342953,0,0.3205903723053682,0.3226051176182768,0.3220002919161307
13,0.32310494301965886,0,0.3187759904979363,0.3194787147899576,0.32187706885013967
14,0.31251751401402494,0,0.31793215138237113,0.31928837307068053,0.31859299401784563
15,0.3275963798455686,0,0.32107294562641747,0.317310767664449,0.31853605683408376
16,0.3051610043295629,0,0.3150916327297188,0.3193058738728872,0.31683771654644766
17,0.32814952815562093,0,0.3203023041102509,0.31531701513840904,0.3146830213925237
18,0.30316064934726805,0,0.3121570606108171,0.31343173854279643,0.3153922406952378
19,0.3030911310359622,0,0.3114671028462836,0.31352635820141417,0.31641940179811634
20,0.3280694781386573,0,0.31144041950729573,0.3164356856823366,0.31316020136420314
21,0.31970764173417465,0,0.31695608363626465,0.3117621754128477,0.31287443636673257
22,0.30478197680817665,0,0.31751969889366966,0.31176217541284784,0.3106521826481323
23,0.30316064934726805,0,0.3092167559632066,0.31366269963073934,0.31235019117916557
24,0.31259375212541884,0,0.3068454594269549,0.31105814581590785,0.3141031248868077
25,0.3150467090645004,0,0.31026703684572937,0.3101889508669643,0.31122112770015903
26,0.3153616669894568,0,0.31433404272645876,0.3108116550717524,0.31020485775605117
27,0.3078954978321165,0,0.31276795796202467,0.31269827562738256,0.31130993449974387
28,0.31259375212541884,0,0.3119503056489978,0.31268302800510384,0.3127022670476874
29,0.31251751401402494,0,0.3110022546571874,0.31225508162877846,0.314314903234933
30,0.3129069771828739,0,0.3126727477741061,0.3139591893181148,0.3139644808150643
31,0.3238822054361384,0,0.3164355655443458,0.3148988401767753,0.3118630783040996
32,0.31259375212541884,0,0.31646097824814373,0.3125104596342322,0.31180242882647463
33,0.30065184941270323,0,0.3123759356580873,0.3115011471291755,0.31111478467464365
34,0.3074709514887428,0,0.3069055176756219,0.3104758003051213,0.3133364938353052
35,0.30778024306260277,0,0.30530101465468285,0.31131325484562494,0.31550256540041716
36,0.3280694781386573,0,0.31444022423000045,0.3144084000482724,0.31345790156340186
37,0.3280694781386573,0,0.32130639977997194,0.316191941881138,0.3112800090211366
38,0.3095695585770317,0,0.3219028382847817,0.314167452449302,0.3141478421686971
39,0.2973485043295629,0,0.3116625136817503,0.31675674012590704,0.3137519467635815
40,0.3207266814456279,0,0.30921491478407387,0.3120827812287622,0.31337918424255634
41,0.3046996836529329,0,0.3075916231427076,0.3075030666841162,0.3093811156273364
42,0.3051709054154258,0,0.31019909017132896,0.3056057545351333,0.30717029762544534
43,0.3000829978321165,0,0.30331786230015884,0.3086548040943047,0.3076456844313221
44,0.31259375212541884,0,0.3059492184576544,0.3070889210488129,0.3105971083158123
45,0.31289726621816893,0,0.3085246720585684,0.3097506786224251,0.31130738108573625
46,0.3180084715209942,0,0.31449982995486064,0.3138562157063589,0.3124337991151397
47,0.3256985908350962,0,0.3188681095247527,0.3163565381116868,0.3135389522247749
48,0.31258460985875713,0,0.31876389073828193,0.31641918312317757,0.31431743866250833
49,0.3129069771828739,0,0.3170633926255751,0.314946210458794,0.3132013672339369
50,0.3055324028962496,0,0.3103413299792936,0.31230076657967915,0.3132122583927074
51,0.30478125212541884,0,0.30774021073484786,0.3097557492785725,0.31359095536550285
52,0.3129735043295629,0,0.30776238645041093,0.3113706973729336,0.3117079443910643
53,0.32065935033056037,0,0.3128047022618479,0.3112928047391641,0.3128723699029499
54,0.31251751401402494,0,0.3153834562247167,0.31433344184830503,0.31509537865182374
55,0.32073558844195427,0,0.31797081759551443,0.3190707991082192,0.3172117059482379
56,0.32846803842499067,0,0.32057371362699055,0.32054543703653665,0.3183277773768093
57,0.3203466939711485,0,0.3231834402793652,0.31893231739550815,0.3189765326864235
58,0.31259375212541884,0,0.3204694948405198,0.31993177289207536,0.3163111370442791
59,0.31751479149686024,0,0.3168184125311437,0.31618497137079443,0.3137287290136526
60,0.30200158083555106,0,0.3107033748192774,0.30937949524572445,0.313279506323124
61,0.2944406577996391,0,0.3046523433773511,0.30882836237314565,0.30958767548669286
62,0.31759102960825414,0,0.30467775608114894,0.3068346564620562,0.30965043410932325
63,0.3026252225699712,0,0.30488563665928936,0.30748889902859633,0.3074191586756006
64,0.3207860043295629,0,0.3136674188359301,0.30648354767935826,0.3051735796549723
65,0.29697482408935955,0,0.30679535032963184,0.307954563789923,0.2944682223496703
66,0.3017957383524621,0,0.3065188555904624,0.2898491738079592,0.289873770326246
67,0.2270640796984354,0,0.2752782140467538,0.28178002802109886,0.2790588937717544
68,0.2622794936356706,0,0.26371310389552366,0.26600020590054924,0.2722219519632659
69,0.2418868937268156,0,0.24374348902030718,0.2575585670647875,0.26278004152531104
70,0.2547666299105512,0,0.2529776724243457,0.24813794564707053,0.25674158657275015
71,0.2546926312638793,0,0.25044871830041515,0.25366625759167005,0.2512301600987189
72,0.2547056394214361,0,0.25472163353195515,0.2538535094713851,0.25623006937815823
73,0.2632157530342457,0,0.25753800790651954,0.25788881965692456,0.2568041186534243
74,0.2620634446545125,0,0.2599949457033972,0.2601950613873207,0.2623882972423302
75,0.2662978385625321,0,0.2638590120837634,0.265451763904376,0.26690400451733
76,0.2809761438491562,0,0.2697791423554001,0.27178595218719936,0.27368970379081503
77,0.28637658083555106,0,0.27788352108241315,0.27958130681600507,0.2763882549589804
78,0.30219252617827264,0,0.2898484169543269,0.2818877174048211,0.279039038389484
79,0.2735954975985912,0,0.2873882015374723,0.2849823971018687,0.28291861738149543
80,0.2817712370477716,0,0.2858530869415456,0.2866312678517559,0.2869030805633552
81,0.2892204975985912,0,0.28152907741498484,0.28819376785175593,0.2894110113873469
82,0.29418908083555106,0,0.2883936051606379,0.2874615945395206,0.29113607122763036
